,Diagnosis,Drug,Age,Ethnicity,Gender,Count
189,CARDIAC VALVE & OTH MAJ CARDIOTHORACIC PROC W/O CARD CATH W CC,D5W,85 years and older,HISPANIC OR LATINO,F,7
190,CARDIAC VALVE & OTH MAJ CARDIOTHORACIC PROC W/O CARD CATH W CC,D5W,85 years and older,HISPANIC OR LATINO,M,2
191,CARDIAC VALVE & OTH MAJ CARDIOTHORACIC PROC W/O CARD CATH W CC,D5W,85 years and older,OTHERS,F,43
192,CARDIAC VALVE & OTH MAJ CARDIOTHORACIC PROC W/O CARD CATH W CC,D5W,85 years and older,OTHERS,M,43
193,CARDIAC VALVE & OTH MAJ CARDIOTHORACIC PROC W/O CARD CATH W CC,D5W,85 years and older,WHITE,F,239
194,CARDIAC VALVE & OTH MAJ CARDIOTHORACIC PROC W/O CARD CATH W CC,D5W,85 years and older,WHITE,M,228
195,CARDIAC VALVE & OTH MAJ CARDIOTHORACIC PROC W/O CARD CATH W CC,Docusate Sodium,15 to 24 years,HISPANIC OR LATINO,F,2
196,CARDIAC VALVE & OTH MAJ CARDIOTHORACIC PROC W/O CARD CATH W CC,Docusate Sodium,15 to 24 years,WHITE,M,3
197,CARDIAC VALVE & OTH MAJ CARDIOTHORACIC PROC W/O CARD CATH W CC,Docusate Sodium,35 to 44 years,BLACK,M,2
198,CARDIAC VALVE & OTH MAJ CARDIOTHORACIC PROC W/O CARD CATH W CC,Docusate Sodium,35 to 44 years,HISPANIC OR LATINO,F,4
199,CARDIAC VALVE & OTH MAJ CARDIOTHORACIC PROC W/O CARD CATH W CC,Docusate Sodium,35 to 44 years,OTHERS,M,1
200,CARDIAC VALVE & OTH MAJ CARDIOTHORACIC PROC W/O CARD CATH W CC,Docusate Sodium,35 to 44 years,WHITE,F,4
201,CARDIAC VALVE & OTH MAJ CARDIOTHORACIC PROC W/O CARD CATH W CC,Docusate Sodium,35 to 44 years,WHITE,M,17
202,CARDIAC VALVE & OTH MAJ CARDIOTHORACIC PROC W/O CARD CATH W CC,Docusate Sodium,45 to 54 years,BLACK,M,3
203,CARDIAC VALVE & OTH MAJ CARDIOTHORACIC PROC W/O CARD CATH W CC,Docusate Sodium,45 to 54 years,OTHERS,F,3
204,CARDIAC VALVE & OTH MAJ CARDIOTHORACIC PROC W/O CARD CATH W CC,Docusate Sodium,45 to 54 years,OTHERS,M,8
205,CARDIAC VALVE & OTH MAJ CARDIOTHORACIC PROC W/O CARD CATH W CC,Docusate Sodium,45 to 54 years,WHITE,F,11
206,CARDIAC VALVE & OTH MAJ CARDIOTHORACIC PROC W/O CARD CATH W CC,Docusate Sodium,45 to 54 years,WHITE,M,18
207,CARDIAC VALVE & OTH MAJ CARDIOTHORACIC PROC W/O CARD CATH W CC,Docusate Sodium,55 to 64 years,BLACK,F,2
208,CARDIAC VALVE & OTH MAJ CARDIOTHORACIC PROC W/O CARD CATH W CC,Docusate Sodium,55 to 64 years,HISPANIC OR LATINO,M,3
209,CARDIAC VALVE & OTH MAJ CARDIOTHORACIC PROC W/O CARD CATH W CC,Docusate Sodium,55 to 64 years,OTHERS,F,12
210,CARDIAC VALVE & OTH MAJ CARDIOTHORACIC PROC W/O CARD CATH W CC,Docusate Sodium,55 to 64 years,OTHERS,M,5
211,CARDIAC VALVE & OTH MAJ CARDIOTHORACIC PROC W/O CARD CATH W CC,Docusate Sodium,55 to 64 years,WHITE,F,17
212,CARDIAC VALVE & OTH MAJ CARDIOTHORACIC PROC W/O CARD CATH W CC,Docusate Sodium,55 to 64 years,WHITE,M,53
213,CARDIAC VALVE & OTH MAJ CARDIOTHORACIC PROC W/O CARD CATH W CC,Docusate Sodium,65 to 74 years,ASIAN,F,2
214,CARDIAC VALVE & OTH MAJ CARDIOTHORACIC PROC W/O CARD CATH W CC,Docusate Sodium,65 to 74 years,ASIAN,M,3
215,CARDIAC VALVE & OTH MAJ CARDIOTHORACIC PROC W/O CARD CATH W CC,Docusate Sodium,65 to 74 years,HISPANIC OR LATINO,F,5
216,CARDIAC VALVE & OTH MAJ CARDIOTHORACIC PROC W/O CARD CATH W CC,Docusate Sodium,65 to 74 years,HISPANIC OR LATINO,M,3
217,CARDIAC VALVE & OTH MAJ CARDIOTHORACIC PROC W/O CARD CATH W CC,Docusate Sodium,65 to 74 years,OTHERS,F,2
218,CARDIAC VALVE & OTH MAJ CARDIOTHORACIC PROC W/O CARD CATH W CC,Docusate Sodium,65 to 74 years,OTHERS,M,12
219,CARDIAC VALVE & OTH MAJ CARDIOTHORACIC PROC W/O CARD CATH W CC,Docusate Sodium,65 to 74 years,WHITE,F,35
220,CARDIAC VALVE & OTH MAJ CARDIOTHORACIC PROC W/O CARD CATH W CC,Docusate Sodium,65 to 74 years,WHITE,M,45
221,CARDIAC VALVE & OTH MAJ CARDIOTHORACIC PROC W/O CARD CATH W CC,Docusate Sodium,75 to 84 years,BLACK,F,2
222,CARDIAC VALVE & OTH MAJ CARDIOTHORACIC PROC W/O CARD CATH W CC,Docusate Sodium,75 to 84 years,OTHERS,F,1
223,CARDIAC VALVE & OTH MAJ CARDIOTHORACIC PROC W/O CARD CATH W CC,Docusate Sodium,75 to 84 years,OTHERS,M,1
224,CARDIAC VALVE & OTH MAJ CARDIOTHORACIC PROC W/O CARD CATH W CC,Docusate Sodium,75 to 84 years,WHITE,F,26
225,CARDIAC VALVE & OTH MAJ CARDIOTHORACIC PROC W/O CARD CATH W CC,Docusate Sodium,75 to 84 years,WHITE,M,21
226,CARDIAC VALVE & OTH MAJ CARDIOTHORACIC PROC W/O CARD CATH W CC,Docusate Sodium,85 years and older,ASIAN,F,5
227,CARDIAC VALVE & OTH MAJ CARDIOTHORACIC PROC W/O CARD CATH W CC,Docusate Sodium,85 years and older,ASIAN,M,4
228,CARDIAC VALVE & OTH MAJ CARDIOTHORACIC PROC W/O CARD CATH W CC,Docusate Sodium,85 years and older,BLACK,F,14
229,CARDIAC VALVE & OTH MAJ CARDIOTHORACIC PROC W/O CARD CATH W CC,Docusate Sodium,85 years and older,BLACK,M,6
230,CARDIAC VALVE & OTH MAJ CARDIOTHORACIC PROC W/O CARD CATH W CC,Docusate Sodium,85 years and older,HISPANIC OR LATINO,F,9
231,CARDIAC VALVE & OTH MAJ CARDIOTHORACIC PROC W/O CARD CATH W CC,Docusate Sodium,85 years and older,HISPANIC OR LATINO,M,6
232,CARDIAC VALVE & OTH MAJ CARDIOTHORACIC PROC W/O CARD CATH W CC,Docusate Sodium,85 years and older,OTHERS,F,51
233,CARDIAC VALVE & OTH MAJ CARDIOTHORACIC PROC W/O CARD CATH W CC,Docusate Sodium,85 years and older,OTHERS,M,55
234,CARDIAC VALVE & OTH MAJ CARDIOTHORACIC PROC W/O CARD CATH W CC,Docusate Sodium,85 years and older,WHITE,F,284
235,CARDIAC VALVE & OTH MAJ CARDIOTHORACIC PROC W/O CARD CATH W CC,Docusate Sodium,85 years and older,WHITE,M,371
236,CARDIAC VALVE & OTH MAJ CARDIOTHORACIC PROC W/O CARD CATH W CC,Fentanyl Citrate,15 to 24 years,WHITE,M,1
237,CARDIAC VALVE & OTH MAJ CARDIOTHORACIC PROC W/O CARD CATH W CC,Fentanyl Citrate,55 to 64 years,BLACK,F,2
238,CARDIAC VALVE & OTH MAJ CARDIOTHORACIC PROC W/O CARD CATH W CC,Fentanyl Citrate,55 to 64 years,HISPANIC OR LATINO,M,1
239,CARDIAC VALVE & OTH MAJ CARDIOTHORACIC PROC W/O CARD CATH W CC,Fentanyl Citrate,55 to 64 years,WHITE,F,3
240,CARDIAC VALVE & OTH MAJ CARDIOTHORACIC PROC W/O CARD CATH W CC,Fentanyl Citrate,55 to 64 years,WHITE,M,1
241,CARDIAC VALVE & OTH MAJ CARDIOTHORACIC PROC W/O CARD CATH W CC,Fentanyl Citrate,65 to 74 years,HISPANIC OR LATINO,F,1
242,CARDIAC VALVE & OTH MAJ CARDIOTHORACIC PROC W/O CARD CATH W CC,Fentanyl Citrate,65 to 74 years,OTHERS,M,1
243,CARDIAC VALVE & OTH MAJ CARDIOTHORACIC PROC W/O CARD CATH W CC,Fentanyl Citrate,65 to 74 years,WHITE,F,1
244,CARDIAC VALVE & OTH MAJ CARDIOTHORACIC PROC W/O CARD CATH W CC,Fentanyl Citrate,75 to 84 years,WHITE,F,3
245,CARDIAC VALVE & OTH MAJ CARDIOTHORACIC PROC W/O CARD CATH W CC,Fentanyl Citrate,75 to 84 years,WHITE,M,2
246,CARDIAC VALVE & OTH MAJ CARDIOTHORACIC PROC W/O CARD CATH W CC,Fentanyl Citrate,85 years and older,BLACK,F,2
247,CARDIAC VALVE & OTH MAJ CARDIOTHORACIC PROC W/O CARD CATH W CC,Fentanyl Citrate,85 years and older,OTHERS,F,5
248,CARDIAC VALVE & OTH MAJ CARDIOTHORACIC PROC W/O CARD CATH W CC,Fentanyl Citrate,85 years and older,OTHERS,M,4
249,CARDIAC VALVE & OTH MAJ CARDIOTHORACIC PROC W/O CARD CATH W CC,Fentanyl Citrate,85 years and older,WHITE,F,6
250,CARDIAC VALVE & OTH MAJ CARDIOTHORACIC PROC W/O CARD CATH W CC,Fentanyl Citrate,85 years and older,WHITE,M,15
251,CARDIAC VALVE & OTH MAJ CARDIOTHORACIC PROC W/O CARD CATH W CC,Furosemide,15 to 24 years,HISPANIC OR LATINO,F,1
252,CARDIAC VALVE & OTH MAJ CARDIOTHORACIC PROC W/O CARD CATH W CC,Furosemide,15 to 24 years,WHITE,M,3
253,CARDIAC VALVE & OTH MAJ CARDIOTHORACIC PROC W/O CARD CATH W CC,Furosemide,35 to 44 years,BLACK,M,2
254,CARDIAC VALVE & OTH MAJ CARDIOTHORACIC PROC W/O CARD CATH W CC,Furosemide,35 to 44 years,HISPANIC OR LATINO,F,7
255,CARDIAC VALVE & OTH MAJ CARDIOTHORACIC PROC W/O CARD CATH W CC,Furosemide,35 to 44 years,OTHERS,M,3
256,CARDIAC VALVE & OTH MAJ CARDIOTHORACIC PROC W/O CARD CATH W CC,Furosemide,35 to 44 years,WHITE,F,9
257,CARDIAC VALVE & OTH MAJ CARDIOTHORACIC PROC W/O CARD CATH W CC,Furosemide,35 to 44 years,WHITE,M,30
258,CARDIAC VALVE & OTH MAJ CARDIOTHORACIC PROC W/O CARD CATH W CC,Furosemide,45 to 54 years,BLACK,M,7
259,CARDIAC VALVE & OTH MAJ CARDIOTHORACIC PROC W/O CARD CATH W CC,Furosemide,45 to 54 years,OTHERS,F,2
260,CARDIAC VALVE & OTH MAJ CARDIOTHORACIC PROC W/O CARD CATH W CC,Furosemide,45 to 54 years,OTHERS,M,19
261,CARDIAC VALVE & OTH MAJ CARDIOTHORACIC PROC W/O CARD CATH W CC,Furosemide,45 to 54 years,WHITE,F,14
262,CARDIAC VALVE & OTH MAJ CARDIOTHORACIC PROC W/O CARD CATH W CC,Furosemide,45 to 54 years,WHITE,M,37
263,CARDIAC VALVE & OTH MAJ CARDIOTHORACIC PROC W/O CARD CATH W CC,Furosemide,55 to 64 years,BLACK,F,2
264,CARDIAC VALVE & OTH MAJ CARDIOTHORACIC PROC W/O CARD CATH W CC,Furosemide,55 to 64 years,HISPANIC OR LATINO,M,5
265,CARDIAC VALVE & OTH MAJ CARDIOTHORACIC PROC W/O CARD CATH W CC,Furosemide,55 to 64 years,OTHERS,F,21
266,CARDIAC VALVE & OTH MAJ CARDIOTHORACIC PROC W/O CARD CATH W CC,Furosemide,55 to 64 years,OTHERS,M,6
267,CARDIAC VALVE & OTH MAJ CARDIOTHORACIC PROC W/O CARD CATH W CC,Furosemide,55 to 64 years,WHITE,F,26
268,CARDIAC VALVE & OTH MAJ CARDIOTHORACIC PROC W/O CARD CATH W CC,Furosemide,55 to 64 years,WHITE,M,83
269,CARDIAC VALVE & OTH MAJ CARDIOTHORACIC PROC W/O CARD CATH W CC,Furosemide,65 to 74 years,ASIAN,F,3
270,CARDIAC VALVE & OTH MAJ CARDIOTHORACIC PROC W/O CARD CATH W CC,Furosemide,65 to 74 years,ASIAN,M,3
271,CARDIAC VALVE & OTH MAJ CARDIOTHORACIC PROC W/O CARD CATH W CC,Furosemide,65 to 74 years,HISPANIC OR LATINO,F,8
272,CARDIAC VALVE & OTH MAJ CARDIOTHORACIC PROC W/O CARD CATH W CC,Furosemide,65 to 74 years,HISPANIC OR LATINO,M,11
273,CARDIAC VALVE & OTH MAJ CARDIOTHORACIC PROC W/O CARD CATH W CC,Furosemide,65 to 74 years,OTHERS,F,7
274,CARDIAC VALVE & OTH MAJ CARDIOTHORACIC PROC W/O CARD CATH W CC,Furosemide,65 to 74 years,OTHERS,M,25
275,CARDIAC VALVE & OTH MAJ CARDIOTHORACIC PROC W/O CARD CATH W CC,Furosemide,65 to 74 years,WHITE,F,71
276,CARDIAC VALVE & OTH MAJ CARDIOTHORACIC PROC W/O CARD CATH W CC,Furosemide,65 to 74 years,WHITE,M,74
277,CARDIAC VALVE & OTH MAJ CARDIOTHORACIC PROC W/O CARD CATH W CC,Furosemide,75 to 84 years,BLACK,F,2
278,CARDIAC VALVE & OTH MAJ CARDIOTHORACIC PROC W/O CARD CATH W CC,Furosemide,75 to 84 years,OTHERS,F,1
279,CARDIAC VALVE & OTH MAJ CARDIOTHORACIC PROC W/O CARD CATH W CC,Furosemide,75 to 84 years,OTHERS,M,2
280,CARDIAC VALVE & OTH MAJ CARDIOTHORACIC PROC W/O CARD CATH W CC,Furosemide,75 to 84 years,WHITE,F,51
281,CARDIAC VALVE & OTH MAJ CARDIOTHORACIC PROC W/O CARD CATH W CC,Furosemide,75 to 84 years,WHITE,M,28
282,CARDIAC VALVE & OTH MAJ CARDIOTHORACIC PROC W/O CARD CATH W CC,Furosemide,85 years and older,ASIAN,F,8
283,CARDIAC VALVE & OTH MAJ CARDIOTHORACIC PROC W/O CARD CATH W CC,Furosemide,85 years and older,ASIAN,M,7
284,CARDIAC VALVE & OTH MAJ CARDIOTHORACIC PROC W/O CARD CATH W CC,Furosemide,85 years and older,BLACK,F,23
285,CARDIAC VALVE & OTH MAJ CARDIOTHORACIC PROC W/O CARD CATH W CC,Furosemide,85 years and older,BLACK,M,7
286,CARDIAC VALVE & OTH MAJ CARDIOTHORACIC PROC W/O CARD CATH W CC,Furosemide,85 years and older,HISPANIC OR LATINO,F,17
287,CARDIAC VALVE & OTH MAJ CARDIOTHORACIC PROC W/O CARD CATH W CC,Furosemide,85 years and older,HISPANIC OR LATINO,M,11
288,CARDIAC VALVE & OTH MAJ CARDIOTHORACIC PROC W/O CARD CATH W CC,Furosemide,85 years and older,OTHERS,F,100
289,CARDIAC VALVE & OTH MAJ CARDIOTHORACIC PROC W/O CARD CATH W CC,Furosemide,85 years and older,OTHERS,M,98
290,CARDIAC VALVE & OTH MAJ CARDIOTHORACIC PROC W/O CARD CATH W CC,Furosemide,85 years and older,WHITE,F,582
291,CARDIAC VALVE & OTH MAJ CARDIOTHORACIC PROC W/O CARD CATH W CC,Furosemide,85 years and older,WHITE,M,626
292,CARDIAC VALVE & OTH MAJ CARDIOTHORACIC PROC W/O CARD CATH W CC,HYDROmorphone (Dilaudid),15 to 24 years,WHITE,M,9
293,CARDIAC VALVE & OTH MAJ CARDIOTHORACIC PROC W/O CARD CATH W CC,HYDROmorphone (Dilaudid),35 to 44 years,BLACK,M,1
294,CARDIAC VALVE & OTH MAJ CARDIOTHORACIC PROC W/O CARD CATH W CC,HYDROmorphone (Dilaudid),35 to 44 years,HISPANIC OR LATINO,F,4
295,CARDIAC VALVE & OTH MAJ CARDIOTHORACIC PROC W/O CARD CATH W CC,HYDROmorphone (Dilaudid),35 to 44 years,OTHERS,M,4
296,CARDIAC VALVE & OTH MAJ CARDIOTHORACIC PROC W/O CARD CATH W CC,HYDROmorphone (Dilaudid),35 to 44 years,WHITE,M,27
297,CARDIAC VALVE & OTH MAJ CARDIOTHORACIC PROC W/O CARD CATH W CC,HYDROmorphone (Dilaudid),45 to 54 years,BLACK,M,2
298,CARDIAC VALVE & OTH MAJ CARDIOTHORACIC PROC W/O CARD CATH W CC,HYDROmorphone (Dilaudid),45 to 54 years,OTHERS,M,5
299,CARDIAC VALVE & OTH MAJ CARDIOTHORACIC PROC W/O CARD CATH W CC,HYDROmorphone (Dilaudid),45 to 54 years,WHITE,F,5
300,CARDIAC VALVE & OTH MAJ CARDIOTHORACIC PROC W/O CARD CATH W CC,HYDROmorphone (Dilaudid),45 to 54 years,WHITE,M,20
301,CARDIAC VALVE & OTH MAJ CARDIOTHORACIC PROC W/O CARD CATH W CC,HYDROmorphone (Dilaudid),55 to 64 years,BLACK,F,7
302,CARDIAC VALVE & OTH MAJ CARDIOTHORACIC PROC W/O CARD CATH W CC,HYDROmorphone (Dilaudid),55 to 64 years,HISPANIC OR LATINO,M,3
303,CARDIAC VALVE & OTH MAJ CARDIOTHORACIC PROC W/O CARD CATH W CC,HYDROmorphone (Dilaudid),55 to 64 years,OTHERS,F,6
304,CARDIAC VALVE & OTH MAJ CARDIOTHORACIC PROC W/O CARD CATH W CC,HYDROmorphone (Dilaudid),55 to 64 years,OTHERS,M,2
305,CARDIAC VALVE & OTH MAJ CARDIOTHORACIC PROC W/O CARD CATH W CC,HYDROmorphone (Dilaudid),55 to 64 years,WHITE,F,8
306,CARDIAC VALVE & OTH MAJ CARDIOTHORACIC PROC W/O CARD CATH W CC,HYDROmorphone (Dilaudid),55 to 64 years,WHITE,M,24
307,CARDIAC VALVE & OTH MAJ CARDIOTHORACIC PROC W/O CARD CATH W CC,HYDROmorphone (Dilaudid),65 to 74 years,HISPANIC OR LATINO,F,3
308,CARDIAC VALVE & OTH MAJ CARDIOTHORACIC PROC W/O CARD CATH W CC,HYDROmorphone (Dilaudid),65 to 74 years,OTHERS,M,1
309,CARDIAC VALVE & OTH MAJ CARDIOTHORACIC PROC W/O CARD CATH W CC,HYDROmorphone (Dilaudid),65 to 74 years,WHITE,F,8
310,CARDIAC VALVE & OTH MAJ CARDIOTHORACIC PROC W/O CARD CATH W CC,HYDROmorphone (Dilaudid),65 to 74 years,WHITE,M,10
311,CARDIAC VALVE & OTH MAJ CARDIOTHORACIC PROC W/O CARD CATH W CC,HYDROmorphone (Dilaudid),75 to 84 years,OTHERS,F,1
312,CARDIAC VALVE & OTH MAJ CARDIOTHORACIC PROC W/O CARD CATH W CC,HYDROmorphone (Dilaudid),75 to 84 years,WHITE,F,14
313,CARDIAC VALVE & OTH MAJ CARDIOTHORACIC PROC W/O CARD CATH W CC,HYDROmorphone (Dilaudid),75 to 84 years,WHITE,M,4
314,CARDIAC VALVE & OTH MAJ CARDIOTHORACIC PROC W/O CARD CATH W CC,HYDROmorphone (Dilaudid),85 years and older,ASIAN,M,1
315,CARDIAC VALVE & OTH MAJ CARDIOTHORACIC PROC W/O CARD CATH W CC,HYDROmorphone (Dilaudid),85 years and older,BLACK,F,2
316,CARDIAC VALVE & OTH MAJ CARDIOTHORACIC PROC W/O CARD CATH W CC,HYDROmorphone (Dilaudid),85 years and older,HISPANIC OR LATINO,F,4
317,CARDIAC VALVE & OTH MAJ CARDIOTHORACIC PROC W/O CARD CATH W CC,HYDROmorphone (Dilaudid),85 years and older,HISPANIC OR LATINO,M,1
318,CARDIAC VALVE & OTH MAJ CARDIOTHORACIC PROC W/O CARD CATH W CC,HYDROmorphone (Dilaudid),85 years and older,OTHERS,F,17
319,CARDIAC VALVE & OTH MAJ CARDIOTHORACIC PROC W/O CARD CATH W CC,HYDROmorphone (Dilaudid),85 years and older,OTHERS,M,18
320,CARDIAC VALVE & OTH MAJ CARDIOTHORACIC PROC W/O CARD CATH W CC,HYDROmorphone (Dilaudid),85 years and older,WHITE,F,65
321,CARDIAC VALVE & OTH MAJ CARDIOTHORACIC PROC W/O CARD CATH W CC,HYDROmorphone (Dilaudid),85 years and older,WHITE,M,106
322,CARDIAC VALVE & OTH MAJ CARDIOTHORACIC PROC W/O CARD CATH W CC,Heparin,15 to 24 years,WHITE,M,2
323,CARDIAC VALVE & OTH MAJ CARDIOTHORACIC PROC W/O CARD CATH W CC,Heparin,55 to 64 years,OTHERS,F,2
324,CARDIAC VALVE & OTH MAJ CARDIOTHORACIC PROC W/O CARD CATH W CC,Heparin,55 to 64 years,WHITE,F,1
325,CARDIAC VALVE & OTH MAJ CARDIOTHORACIC PROC W/O CARD CATH W CC,Heparin,55 to 64 years,WHITE,M,2
326,CARDIAC VALVE & OTH MAJ CARDIOTHORACIC PROC W/O CARD CATH W CC,Heparin,65 to 74 years,HISPANIC OR LATINO,M,1
327,CARDIAC VALVE & OTH MAJ CARDIOTHORACIC PROC W/O CARD CATH W CC,Heparin,65 to 74 years,OTHERS,M,5
328,CARDIAC VALVE & OTH MAJ CARDIOTHORACIC PROC W/O CARD CATH W CC,Heparin,65 to 74 years,WHITE,F,14
329,CARDIAC VALVE & OTH MAJ CARDIOTHORACIC PROC W/O CARD CATH W CC,Heparin,65 to 74 years,WHITE,M,3
330,CARDIAC VALVE & OTH MAJ CARDIOTHORACIC PROC W/O CARD CATH W CC,Heparin,75 to 84 years,WHITE,F,2
331,CARDIAC VALVE & OTH MAJ CARDIOTHORACIC PROC W/O CARD CATH W CC,Heparin,75 to 84 years,WHITE,M,2
332,CARDIAC VALVE & OTH MAJ CARDIOTHORACIC PROC W/O CARD CATH W CC,Heparin,85 years and older,HISPANIC OR LATINO,F,2
333,CARDIAC VALVE & OTH MAJ CARDIOTHORACIC PROC W/O CARD CATH W CC,Heparin,85 years and older,OTHERS,F,11
334,CARDIAC VALVE & OTH MAJ CARDIOTHORACIC PROC W/O CARD CATH W CC,Heparin,85 years and older,OTHERS,M,1
335,CARDIAC VALVE & OTH MAJ CARDIOTHORACIC PROC W/O CARD CATH W CC,Heparin,85 years and older,WHITE,F,53
336,CARDIAC VALVE & OTH MAJ CARDIOTHORACIC PROC W/O CARD CATH W CC,Heparin,85 years and older,WHITE,M,39
337,CARDIAC VALVE & OTH MAJ CARDIOTHORACIC PROC W/O CARD CATH W CC,Insulin,15 to 24 years,HISPANIC OR LATINO,F,1
338,CARDIAC VALVE & OTH MAJ CARDIOTHORACIC PROC W/O CARD CATH W CC,Insulin,15 to 24 years,WHITE,M,1
339,CARDIAC VALVE & OTH MAJ CARDIOTHORACIC PROC W/O CARD CATH W CC,Insulin,35 to 44 years,BLACK,M,1
340,CARDIAC VALVE & OTH MAJ CARDIOTHORACIC PROC W/O CARD CATH W CC,Insulin,35 to 44 years,HISPANIC OR LATINO,F,3
341,CARDIAC VALVE & OTH MAJ CARDIOTHORACIC PROC W/O CARD CATH W CC,Insulin,35 to 44 years,OTHERS,M,1
342,CARDIAC VALVE & OTH MAJ CARDIOTHORACIC PROC W/O CARD CATH W CC,Insulin,35 to 44 years,WHITE,F,2
343,CARDIAC VALVE & OTH MAJ CARDIOTHORACIC PROC W/O CARD CATH W CC,Insulin,35 to 44 years,WHITE,M,10
344,CARDIAC VALVE & OTH MAJ CARDIOTHORACIC PROC W/O CARD CATH W CC,Insulin,45 to 54 years,BLACK,M,1
345,CARDIAC VALVE & OTH MAJ CARDIOTHORACIC PROC W/O CARD CATH W CC,Insulin,45 to 54 years,OTHERS,F,1
346,CARDIAC VALVE & OTH MAJ CARDIOTHORACIC PROC W/O CARD CATH W CC,Insulin,45 to 54 years,OTHERS,M,7
347,CARDIAC VALVE & OTH MAJ CARDIOTHORACIC PROC W/O CARD CATH W CC,Insulin,45 to 54 years,WHITE,F,5
348,CARDIAC VALVE & OTH MAJ CARDIOTHORACIC PROC W/O CARD CATH W CC,Insulin,45 to 54 years,WHITE,M,14
349,CARDIAC VALVE & OTH MAJ CARDIOTHORACIC PROC W/O CARD CATH W CC,Insulin,55 to 64 years,BLACK,F,1
350,CARDIAC VALVE & OTH MAJ CARDIOTHORACIC PROC W/O CARD CATH W CC,Insulin,55 to 64 years,HISPANIC OR LATINO,M,1
351,CARDIAC VALVE & OTH MAJ CARDIOTHORACIC PROC W/O CARD CATH W CC,Insulin,55 to 64 years,OTHERS,F,6
352,CARDIAC VALVE & OTH MAJ CARDIOTHORACIC PROC W/O CARD CATH W CC,Insulin,55 to 64 years,OTHERS,M,2
353,CARDIAC VALVE & OTH MAJ CARDIOTHORACIC PROC W/O CARD CATH W CC,Insulin,55 to 64 years,WHITE,F,19
354,CARDIAC VALVE & OTH MAJ CARDIOTHORACIC PROC W/O CARD CATH W CC,Insulin,55 to 64 years,WHITE,M,36
355,CARDIAC VALVE & OTH MAJ CARDIOTHORACIC PROC W/O CARD CATH W CC,Insulin,65 to 74 years,ASIAN,F,1
356,CARDIAC VALVE & OTH MAJ CARDIOTHORACIC PROC W/O CARD CATH W CC,Insulin,65 to 74 years,ASIAN,M,3
357,CARDIAC VALVE & OTH MAJ CARDIOTHORACIC PROC W/O CARD CATH W CC,Insulin,65 to 74 years,HISPANIC OR LATINO,F,3
358,CARDIAC VALVE & OTH MAJ CARDIOTHORACIC PROC W/O CARD CATH W CC,Insulin,65 to 74 years,HISPANIC OR LATINO,M,3
359,CARDIAC VALVE & OTH MAJ CARDIOTHORACIC PROC W/O CARD CATH W CC,Insulin,65 to 74 years,OTHERS,F,1
360,CARDIAC VALVE & OTH MAJ CARDIOTHORACIC PROC W/O CARD CATH W CC,Insulin,65 to 74 years,OTHERS,M,9
361,CARDIAC VALVE & OTH MAJ CARDIOTHORACIC PROC W/O CARD CATH W CC,Insulin,65 to 74 years,WHITE,F,26
362,CARDIAC VALVE & OTH MAJ CARDIOTHORACIC PROC W/O CARD CATH W CC,Insulin,65 to 74 years,WHITE,M,27
363,CARDIAC VALVE & OTH MAJ CARDIOTHORACIC PROC W/O CARD CATH W CC,Insulin,75 to 84 years,BLACK,F,1
364,CARDIAC VALVE & OTH MAJ CARDIOTHORACIC PROC W/O CARD CATH W CC,Insulin,75 to 84 years,OTHERS,F,2
365,CARDIAC VALVE & OTH MAJ CARDIOTHORACIC PROC W/O CARD CATH W CC,Insulin,75 to 84 years,OTHERS,M,1
366,CARDIAC VALVE & OTH MAJ CARDIOTHORACIC PROC W/O CARD CATH W CC,Insulin,75 to 84 years,WHITE,F,18
367,CARDIAC VALVE & OTH MAJ CARDIOTHORACIC PROC W/O CARD CATH W CC,Insulin,75 to 84 years,WHITE,M,17
368,CARDIAC VALVE & OTH MAJ CARDIOTHORACIC PROC W/O CARD CATH W CC,Insulin,85 years and older,ASIAN,F,5
369,CARDIAC VALVE & OTH MAJ CARDIOTHORACIC PROC W/O CARD CATH W CC,Insulin,85 years and older,ASIAN,M,4
370,CARDIAC VALVE & OTH MAJ CARDIOTHORACIC PROC W/O CARD CATH W CC,Insulin,85 years and older,BLACK,F,9
371,CARDIAC VALVE & OTH MAJ CARDIOTHORACIC PROC W/O CARD CATH W CC,Insulin,85 years and older,BLACK,M,3
372,CARDIAC VALVE & OTH MAJ CARDIOTHORACIC PROC W/O CARD CATH W CC,Insulin,85 years and older,HISPANIC OR LATINO,F,5
373,CARDIAC VALVE & OTH MAJ CARDIOTHORACIC PROC W/O CARD CATH W CC,Insulin,85 years and older,HISPANIC OR LATINO,M,3
374,CARDIAC VALVE & OTH MAJ CARDIOTHORACIC PROC W/O CARD CATH W CC,Insulin,85 years and older,OTHERS,F,38
375,CARDIAC VALVE & OTH MAJ CARDIOTHORACIC PROC W/O CARD CATH W CC,Insulin,85 years and older,OTHERS,M,55
376,CARDIAC VALVE & OTH MAJ CARDIOTHORACIC PROC W/O CARD CATH W CC,Insulin,85 years and older,WHITE,F,220
377,CARDIAC VALVE & OTH MAJ CARDIOTHORACIC PROC W/O CARD CATH W CC,Insulin,85 years and older,WHITE,M,289
378,CARDIAC VALVE & OTH MAJ CARDIOTHORACIC PROC W/O CARD CATH W CC,Iso-Osmotic Dextrose,15 to 24 years,WHITE,M,3
